index;id;Gender;Customer Type;Age;Type of Travel;Class;Flight Distance;Inflight wifi service;Departure/Arrival time convenient;Ease of Online booking;Gate location;Food and drink;Online boarding;Seat comfort;Inflight entertainment;On-board service;Leg room service;Baggage handling;Checkin service;Inflight service;Cleanliness;Departure Delay in Minutes;Arrival Delay in Minutes;satisfaction
6981;85603;Female;Loyal Customer;72;Business travel;Business;2627;1;3;3;3;2;4;4;1;1;1;1;3;1;1;0;0.0;neutral or dissatisfied
6982;56072;Male;Loyal Customer;40;Personal Travel;Eco;2475;2;5;1;4;1;1;1;3;4;4;4;1;3;1;201;191.0;neutral or dissatisfied
6983;126000;Male;Loyal Customer;19;Personal Travel;Business;507;3;5;3;3;5;3;5;5;4;2;5;3;5;5;7;16.0;neutral or dissatisfied
6984;52221;Female;Loyal Customer;30;Business travel;Business;651;4;4;4;4;5;5;5;5;1;5;5;1;2;5;0;0.0;satisfied
6985;26050;Female;Loyal Customer;39;Business travel;Business;432;1;1;1;1;1;1;5;2;2;2;2;4;2;1;0;0.0;satisfied
6986;48208;Male;disloyal Customer;25;Business travel;Business;236;3;0;3;3;4;3;4;4;5;4;1;3;2;4;0;1.0;neutral or dissatisfied
6987;79402;Female;Loyal Customer;43;Business travel;Eco;502;2;3;4;4;2;2;2;2;2;2;2;2;2;2;80;77.0;neutral or dissatisfied
6988;68174;Female;Loyal Customer;25;Business travel;Business;597;3;5;4;5;3;3;3;3;2;2;4;2;4;3;0;0.0;neutral or dissatisfied
6989;47174;Male;disloyal Customer;15;Business travel;Eco;620;2;4;2;4;1;2;1;1;4;1;4;4;4;1;4;3.0;neutral or dissatisfied
6990;120471;Female;Loyal Customer;54;Personal Travel;Eco;366;1;3;1;4;1;4;1;4;4;1;4;2;4;2;11;0.0;neutral or dissatisfied
6991;89562;Male;Loyal Customer;47;Business travel;Eco;1005;3;2;2;2;3;3;3;3;1;4;3;1;3;3;0;0.0;neutral or dissatisfied
6992;19975;Male;Loyal Customer;12;Personal Travel;Eco;557;3;5;3;2;2;3;2;2;2;5;4;3;5;2;0;9.0;neutral or dissatisfied
6993;95994;Male;Loyal Customer;39;Business travel;Business;3203;5;5;5;5;5;5;4;3;3;4;3;5;3;4;0;0.0;satisfied
6994;70856;Female;Loyal Customer;49;Business travel;Business;2830;5;5;5;5;4;4;5;4;4;4;4;3;4;5;0;0.0;satisfied
6995;106983;Female;Loyal Customer;49;Personal Travel;Eco;972;3;5;3;2;3;4;5;3;3;3;3;5;3;5;8;0.0;neutral or dissatisfied
6996;107750;Female;Loyal Customer;58;Personal Travel;Eco;405;2;5;2;3;2;5;4;2;2;2;2;4;2;4;0;0.0;neutral or dissatisfied
6997;9194;Female;Loyal Customer;49;Business travel;Eco Plus;363;4;1;1;1;3;3;3;4;4;4;4;3;4;1;89;74.0;neutral or dissatisfied
6998;95897;Male;Loyal Customer;17;Personal Travel;Eco;759;2;5;2;1;3;2;3;3;3;2;5;3;3;3;56;61.0;neutral or dissatisfied
6999;76894;Female;Loyal Customer;58;Business travel;Business;3158;3;3;3;3;5;4;4;3;3;4;3;3;3;5;0;0.0;satisfied
7000;110578;Female;Loyal Customer;58;Business travel;Eco;551;3;4;4;4;4;4;3;2;2;3;2;2;2;2;0;0.0;neutral or dissatisfied
7001;89449;Male;Loyal Customer;18;Personal Travel;Eco;151;2;5;2;1;4;2;4;4;5;5;5;3;4;4;2;6.0;neutral or dissatisfied
7002;49571;Male;Loyal Customer;44;Business travel;Business;209;4;4;4;4;1;5;4;5;5;5;4;4;5;2;0;0.0;satisfied
7003;113715;Female;Loyal Customer;35;Personal Travel;Eco;197;1;4;1;4;3;1;3;3;4;5;5;3;4;3;4;0.0;neutral or dissatisfied
7004;24730;Male;Loyal Customer;41;Personal Travel;Eco Plus;406;2;5;2;3;2;2;2;2;5;5;5;4;4;2;5;11.0;neutral or dissatisfied
7005;28650;Male;Loyal Customer;9;Personal Travel;Eco;2404;4;3;4;2;5;4;5;5;4;1;2;2;3;5;0;0.0;neutral or dissatisfied
7006;10223;Female;Loyal Customer;49;Business travel;Business;301;4;4;4;4;2;4;5;4;4;4;4;3;4;3;0;0.0;satisfied
7007;30639;Female;Loyal Customer;43;Business travel;Eco;533;4;5;5;5;5;2;5;4;4;4;4;4;4;2;15;20.0;satisfied
7008;52748;Male;Loyal Customer;52;Personal Travel;Eco;2306;4;4;4;1;2;4;2;2;3;2;5;3;5;2;80;62.0;neutral or dissatisfied
7009;29143;Female;Loyal Customer;63;Personal Travel;Eco;954;2;4;2;3;2;5;5;4;4;2;4;3;4;5;0;8.0;neutral or dissatisfied
7010;120091;Male;Loyal Customer;29;Business travel;Business;683;5;5;5;5;4;4;4;4;5;3;5;5;5;4;0;4.0;satisfied
7011;45732;Male;Loyal Customer;72;Business travel;Eco Plus;852;2;2;2;2;2;2;2;2;3;4;3;4;3;2;90;91.0;neutral or dissatisfied
7012;9880;Male;disloyal Customer;27;Business travel;Business;534;0;0;0;2;5;0;4;5;3;4;4;5;4;5;32;19.0;satisfied
7013;43495;Female;Loyal Customer;54;Personal Travel;Eco;752;2;4;2;3;4;5;4;5;5;2;5;4;5;4;0;0.0;neutral or dissatisfied
7014;44277;Male;Loyal Customer;17;Business travel;Eco Plus;224;3;1;1;1;3;3;3;3;1;4;4;3;4;3;0;5.0;neutral or dissatisfied
7015;100766;Female;Loyal Customer;24;Business travel;Business;1411;4;4;4;4;3;4;3;3;5;4;5;4;5;3;0;0.0;satisfied
7016;103254;Female;Loyal Customer;32;Business travel;Business;888;1;1;1;1;3;3;3;3;5;5;5;4;4;3;13;14.0;satisfied
7017;76305;Female;Loyal Customer;39;Business travel;Business;2182;5;5;5;5;3;4;4;5;5;5;5;3;5;5;9;2.0;satisfied
7018;62639;Male;Loyal Customer;45;Personal Travel;Eco;1723;3;4;3;4;5;3;5;5;5;2;5;5;4;5;18;0.0;neutral or dissatisfied
7019;71978;Female;Loyal Customer;39;Business travel;Business;1440;3;2;2;2;4;4;3;3;3;3;3;1;3;1;0;0.0;neutral or dissatisfied
7020;32007;Female;Loyal Customer;69;Personal Travel;Business;216;2;0;2;5;2;5;5;3;3;2;3;3;3;5;0;0.0;neutral or dissatisfied
7021;112755;Male;Loyal Customer;23;Business travel;Business;588;2;2;2;2;3;3;3;3;5;3;4;4;5;3;9;1.0;satisfied
7022;72272;Male;Loyal Customer;53;Business travel;Eco;919;2;5;5;5;2;2;2;2;3;1;4;2;4;2;0;0.0;neutral or dissatisfied
7023;54088;Female;Loyal Customer;66;Personal Travel;Eco;1416;2;5;2;1;5;5;5;1;1;2;1;4;1;3;0;0.0;neutral or dissatisfied
7024;102205;Female;Loyal Customer;46;Business travel;Eco;391;4;4;4;4;1;4;3;4;4;4;4;3;4;1;0;0.0;neutral or dissatisfied
7025;75126;Female;Loyal Customer;50;Business travel;Business;1723;5;5;5;5;3;4;4;4;4;5;4;3;4;4;0;22.0;satisfied
7026;69840;Female;Loyal Customer;42;Business travel;Eco;655;4;4;4;4;5;5;4;4;4;4;4;1;4;4;0;0.0;satisfied
7027;661;Female;Loyal Customer;53;Business travel;Business;3574;3;3;3;3;5;5;4;4;4;4;5;3;4;3;0;0.0;satisfied
7028;51456;Male;Loyal Customer;49;Personal Travel;Eco Plus;109;2;5;2;1;3;2;3;3;5;2;1;3;1;3;0;0.0;neutral or dissatisfied
7029;20465;Male;Loyal Customer;59;Personal Travel;Eco;177;3;5;3;3;2;3;2;2;5;3;2;1;5;2;58;53.0;neutral or dissatisfied
7030;76062;Female;Loyal Customer;45;Business travel;Business;3085;3;3;3;3;5;4;4;3;3;4;3;5;3;4;0;0.0;satisfied
7031;19176;Female;Loyal Customer;35;Business travel;Eco;1024;4;5;5;5;4;4;4;4;5;2;2;1;2;4;0;0.0;satisfied
7032;24903;Female;Loyal Customer;30;Personal Travel;Business;762;4;4;4;1;5;4;4;5;3;4;4;3;4;5;44;48.0;neutral or dissatisfied
7033;87797;Female;Loyal Customer;33;Business travel;Business;214;3;3;3;3;3;5;4;4;4;4;4;5;4;4;0;0.0;satisfied
7034;67650;Male;disloyal Customer;48;Business travel;Business;1235;3;3;3;3;4;3;4;4;3;5;4;5;4;4;74;65.0;satisfied
7035;13165;Female;Loyal Customer;17;Business travel;Eco Plus;427;4;5;5;5;4;4;3;4;2;1;3;2;2;4;0;0.0;satisfied
7036;27708;Male;Loyal Customer;45;Business travel;Business;909;2;2;2;2;4;5;5;4;4;4;4;3;4;3;0;0.0;satisfied
7037;129354;Female;Loyal Customer;16;Personal Travel;Eco;2586;2;4;2;4;5;2;5;5;3;5;5;3;4;5;22;14.0;neutral or dissatisfied
7038;112206;Female;disloyal Customer;24;Business travel;Eco;649;4;5;4;4;3;4;3;3;3;3;4;5;5;3;38;45.0;neutral or dissatisfied
7039;119885;Female;Loyal Customer;29;Personal Travel;Eco;936;2;5;2;1;4;2;4;4;2;5;3;3;2;4;40;36.0;neutral or dissatisfied
7040;13832;Male;disloyal Customer;10;Business travel;Eco;594;3;1;4;4;3;4;1;3;2;3;3;2;4;3;0;0.0;neutral or dissatisfied
7041;58829;Male;disloyal Customer;20;Business travel;Business;1005;4;3;4;4;1;4;1;1;4;5;4;5;5;1;0;0.0;satisfied
7042;109169;Female;Loyal Customer;59;Business travel;Business;483;2;2;2;2;4;5;5;3;3;4;3;5;3;5;0;0.0;satisfied
7043;58597;Male;Loyal Customer;9;Personal Travel;Eco;334;4;4;4;5;1;4;1;1;5;3;5;3;5;1;3;0.0;satisfied
7044;19787;Male;Loyal Customer;48;Business travel;Business;3160;2;2;2;2;5;3;3;2;2;2;2;3;2;4;13;30.0;neutral or dissatisfied
7045;98275;Male;Loyal Customer;48;Business travel;Business;2042;4;4;4;4;3;4;5;2;2;3;2;5;2;5;0;0.0;satisfied
7046;75697;Male;Loyal Customer;52;Business travel;Business;813;4;4;4;4;5;5;4;5;5;5;5;3;5;4;0;0.0;satisfied
7047;59684;Male;Loyal Customer;11;Personal Travel;Eco;854;4;5;3;2;2;3;2;2;3;4;4;4;5;2;30;48.0;neutral or dissatisfied
7048;74309;Female;Loyal Customer;37;Business travel;Business;1205;2;2;4;2;5;5;5;5;5;5;5;5;5;3;1;0.0;satisfied
7049;75861;Female;Loyal Customer;10;Personal Travel;Eco;1440;3;2;3;1;2;3;3;2;1;1;2;1;1;2;0;0.0;neutral or dissatisfied
7050;14006;Male;disloyal Customer;22;Business travel;Eco;615;3;5;3;3;5;3;5;5;3;5;4;5;5;5;92;71.0;neutral or dissatisfied
7051;55428;Female;Loyal Customer;32;Business travel;Business;2521;5;2;5;5;4;5;5;3;3;4;5;5;5;5;0;0.0;satisfied
7052;89920;Male;Loyal Customer;27;Business travel;Business;1487;4;2;2;2;4;3;4;4;2;4;2;2;3;4;0;0.0;neutral or dissatisfied
7053;110373;Male;Loyal Customer;45;Business travel;Eco;842;1;5;5;5;1;1;1;1;3;1;3;4;2;1;0;0.0;neutral or dissatisfied
7054;126465;Female;Loyal Customer;51;Business travel;Business;1972;1;1;1;1;4;4;5;4;4;4;4;5;4;4;0;0.0;satisfied
7055;66104;Male;Loyal Customer;59;Business travel;Business;2082;2;2;2;2;2;5;5;5;5;5;5;5;5;5;0;0.0;satisfied
7056;53134;Female;disloyal Customer;35;Business travel;Eco;413;3;4;3;3;1;3;1;1;4;5;4;3;3;1;0;0.0;neutral or dissatisfied
7057;82331;Female;Loyal Customer;11;Personal Travel;Eco;456;3;4;3;4;1;3;1;1;4;4;5;4;5;1;0;0.0;neutral or dissatisfied
7058;70324;Male;Loyal Customer;59;Business travel;Business;986;1;1;1;1;2;5;4;5;5;5;5;3;5;3;0;2.0;satisfied
7059;128349;Female;disloyal Customer;24;Business travel;Eco;304;2;0;2;2;1;2;1;1;4;5;5;3;5;1;0;0.0;neutral or dissatisfied
7060;89475;Male;Loyal Customer;44;Personal Travel;Eco Plus;302;2;4;3;3;4;3;4;4;5;3;1;3;5;4;8;7.0;neutral or dissatisfied
7061;1939;Male;Loyal Customer;59;Business travel;Business;2480;3;3;3;3;4;4;4;4;4;4;4;5;4;4;4;0.0;satisfied
7062;16680;Male;Loyal Customer;42;Personal Travel;Eco;488;1;0;1;2;1;1;1;1;3;5;5;3;5;1;0;0.0;neutral or dissatisfied
7063;2036;Female;Loyal Customer;22;Business travel;Business;3692;2;2;2;2;4;4;4;4;4;3;4;3;4;4;36;26.0;satisfied
7064;13710;Female;Loyal Customer;41;Business travel;Business;1965;3;3;3;3;2;5;4;4;4;4;4;4;4;5;0;0.0;satisfied
7065;36190;Female;Loyal Customer;53;Business travel;Business;3173;3;5;3;3;4;4;5;5;5;4;5;3;5;3;0;0.0;satisfied
7066;97028;Female;Loyal Customer;60;Business travel;Business;2195;3;3;3;3;5;5;5;4;4;4;4;4;4;3;0;0.0;satisfied
7067;21437;Female;Loyal Customer;38;Business travel;Business;377;1;1;1;1;2;2;3;4;4;4;4;2;4;4;61;49.0;satisfied
7068;42016;Female;Loyal Customer;70;Business travel;Business;2104;2;2;2;2;2;2;2;5;5;5;4;3;5;1;8;5.0;satisfied
7069;59625;Male;Loyal Customer;46;Business travel;Eco;964;4;1;1;1;4;4;4;4;2;2;4;3;4;4;3;4.0;neutral or dissatisfied
7070;112732;Female;Loyal Customer;37;Personal Travel;Eco;605;2;3;2;3;3;2;3;3;2;2;4;4;4;3;11;11.0;neutral or dissatisfied
7071;57584;Male;Loyal Customer;15;Business travel;Business;1597;1;1;1;1;1;2;1;1;4;2;3;3;4;1;0;8.0;neutral or dissatisfied
7072;63744;Male;Loyal Customer;62;Personal Travel;Eco;1660;2;5;2;2;1;2;1;1;4;5;5;5;4;1;0;0.0;neutral or dissatisfied
7073;66020;Female;disloyal Customer;25;Business travel;Business;1055;4;5;4;3;4;4;2;4;3;3;4;5;4;4;60;45.0;satisfied
7074;117579;Female;Loyal Customer;45;Business travel;Business;1920;0;0;0;4;5;5;5;3;3;3;3;3;3;3;4;0.0;satisfied
7075;53043;Female;disloyal Customer;25;Business travel;Eco;1190;3;4;4;4;3;4;3;3;3;2;3;2;3;3;0;1.0;neutral or dissatisfied
7076;54560;Female;Loyal Customer;31;Business travel;Eco Plus;925;4;4;4;4;5;5;5;5;2;4;2;4;4;5;5;0.0;satisfied
7077;22613;Male;Loyal Customer;52;Business travel;Business;223;3;3;3;3;5;4;3;1;1;1;3;2;1;2;1;5.0;neutral or dissatisfied
7078;67008;Male;Loyal Customer;39;Business travel;Business;1817;5;3;5;5;3;5;4;5;5;5;5;5;5;4;0;0.0;satisfied
7079;49254;Female;disloyal Customer;41;Business travel;Business;308;3;3;3;2;2;3;2;2;1;3;4;3;3;2;25;16.0;neutral or dissatisfied
7080;109964;Male;Loyal Customer;45;Personal Travel;Eco;1092;2;3;2;4;4;2;4;4;4;3;4;1;4;4;20;5.0;neutral or dissatisfied
7081;113649;Female;Loyal Customer;65;Personal Travel;Eco;258;2;5;2;1;2;4;3;3;3;2;5;5;3;5;21;4.0;neutral or dissatisfied
7082;32878;Male;Loyal Customer;17;Personal Travel;Eco;101;4;4;4;3;3;4;3;3;2;2;3;3;3;3;0;0.0;neutral or dissatisfied
7083;76369;Male;Loyal Customer;36;Business travel;Business;3074;1;1;1;1;3;5;4;5;5;5;5;5;5;4;0;62.0;satisfied
7084;100418;Male;Loyal Customer;32;Personal Travel;Eco Plus;1073;2;5;2;4;1;2;1;1;3;4;5;5;4;1;0;0.0;neutral or dissatisfied
7085;44597;Female;Loyal Customer;47;Business travel;Business;2585;2;2;2;2;5;4;5;4;4;4;4;4;4;5;19;13.0;satisfied
7086;51078;Male;Loyal Customer;20;Personal Travel;Eco;86;1;4;1;5;4;1;5;4;5;3;4;5;4;4;0;0.0;neutral or dissatisfied
7087;59055;Male;disloyal Customer;25;Business travel;Eco;1744;4;4;4;1;4;4;4;4;1;4;2;2;1;4;9;0.0;neutral or dissatisfied
7088;86343;Male;Loyal Customer;15;Business travel;Business;749;3;3;3;3;4;4;4;4;5;5;5;5;5;4;12;15.0;satisfied
7089;120490;Male;Loyal Customer;29;Personal Travel;Eco;366;3;1;3;4;1;3;1;1;2;5;3;2;3;1;0;0.0;neutral or dissatisfied
7090;118012;Female;Loyal Customer;44;Business travel;Eco;1037;2;3;3;3;1;4;4;2;2;2;2;1;2;1;0;0.0;neutral or dissatisfied
7091;100533;Male;Loyal Customer;31;Personal Travel;Eco;580;2;5;2;4;5;2;1;5;3;3;4;4;4;5;24;18.0;neutral or dissatisfied
7092;56231;Male;Loyal Customer;34;Personal Travel;Eco;1608;3;5;3;3;1;3;2;1;3;3;3;5;4;1;0;0.0;neutral or dissatisfied
7093;4169;Male;Loyal Customer;17;Personal Travel;Eco;431;2;5;2;5;5;2;5;5;5;4;5;5;5;5;5;0.0;neutral or dissatisfied
7094;69450;Female;Loyal Customer;18;Personal Travel;Eco;1096;2;1;2;3;5;2;2;5;4;5;2;3;2;5;0;2.0;neutral or dissatisfied
7095;68173;Male;Loyal Customer;44;Business travel;Eco;597;3;2;2;2;3;3;3;3;4;2;2;2;2;3;0;7.0;neutral or dissatisfied
7096;27999;Female;Loyal Customer;45;Business travel;Business;363;5;5;5;5;3;4;4;5;5;5;5;3;5;3;0;0.0;satisfied
7097;276;Female;disloyal Customer;43;Business travel;Eco;402;2;0;3;1;2;3;2;2;4;1;4;5;2;2;0;0.0;neutral or dissatisfied
7098;117131;Male;Loyal Customer;69;Personal Travel;Eco;338;2;4;2;4;5;2;5;5;4;3;3;3;3;5;2;0.0;neutral or dissatisfied
7099;81276;Female;disloyal Customer;50;Business travel;Business;1020;2;2;2;3;5;2;5;5;4;3;5;4;5;5;0;0.0;satisfied
7100;30799;Female;Loyal Customer;47;Personal Travel;Eco;701;3;2;3;4;3;3;4;5;5;3;1;1;5;3;23;29.0;neutral or dissatisfied
7101;71338;Male;Loyal Customer;39;Personal Travel;Eco;1514;1;1;1;3;4;1;4;4;2;4;3;4;2;4;0;0.0;neutral or dissatisfied
7102;90400;Male;Loyal Customer;62;Personal Travel;Business;270;3;5;3;1;5;5;4;3;3;3;3;5;3;4;0;0.0;neutral or dissatisfied
7103;126918;Female;Loyal Customer;43;Business travel;Business;2033;0;0;0;1;4;5;5;3;3;3;3;5;3;4;0;0.0;satisfied
7104;1506;Male;Loyal Customer;42;Business travel;Business;3853;2;1;1;1;3;3;3;2;2;2;2;3;2;2;0;5.0;neutral or dissatisfied
7105;66674;Male;disloyal Customer;27;Business travel;Business;802;4;4;4;3;1;4;1;1;3;2;5;3;5;1;0;0.0;satisfied
7106;6506;Female;Loyal Customer;32;Business travel;Business;3964;1;1;1;1;4;3;4;4;3;3;4;4;4;4;27;32.0;satisfied
7107;52854;Male;Loyal Customer;38;Personal Travel;Eco;1721;3;1;3;2;3;3;3;3;2;2;2;4;2;3;127;124.0;neutral or dissatisfied
7108;53829;Female;Loyal Customer;47;Business travel;Business;1503;5;5;5;5;3;1;4;4;4;4;5;5;4;5;59;43.0;satisfied
7109;11680;Male;disloyal Customer;27;Business travel;Business;395;2;2;2;2;5;2;5;5;1;4;2;1;2;5;0;19.0;neutral or dissatisfied
7110;58287;Male;Loyal Customer;65;Personal Travel;Eco;594;1;3;1;4;3;1;3;3;5;2;2;3;2;3;4;4.0;neutral or dissatisfied
7111;79342;Male;Loyal Customer;38;Business travel;Eco;1020;3;5;5;5;3;3;3;3;4;4;3;2;3;3;1;0.0;neutral or dissatisfied
7112;83825;Male;Loyal Customer;52;Business travel;Business;425;1;1;1;1;3;4;5;4;4;4;4;5;4;4;0;0.0;satisfied
7113;111312;Male;Loyal Customer;47;Business travel;Business;1952;4;3;4;4;4;5;5;3;3;4;3;3;3;3;0;0.0;satisfied
7114;90607;Male;Loyal Customer;23;Business travel;Business;545;1;1;1;1;5;5;5;5;4;4;5;5;4;5;28;17.0;satisfied
7115;121937;Female;Loyal Customer;35;Business travel;Business;2282;3;3;3;3;1;5;5;4;4;4;4;2;4;4;0;0.0;satisfied
7116;89170;Female;Loyal Customer;54;Personal Travel;Eco;2139;5;4;5;2;3;4;4;2;2;5;4;4;2;5;3;0.0;satisfied
7117;28507;Male;Loyal Customer;54;Business travel;Business;2688;5;5;5;5;2;2;2;2;3;3;2;2;4;2;0;0.0;satisfied
7118;46854;Female;Loyal Customer;44;Business travel;Business;1701;1;1;5;1;3;1;3;5;5;5;5;2;5;3;68;69.0;satisfied
7119;115204;Male;Loyal Customer;50;Business travel;Business;1949;2;2;2;2;5;4;4;5;5;5;5;5;5;3;8;1.0;satisfied
7120;12251;Female;Loyal Customer;44;Business travel;Business;3910;3;3;5;3;4;4;2;4;4;4;4;1;4;3;0;0.0;satisfied
7121;121279;Female;Loyal Customer;40;Business travel;Eco Plus;2075;3;4;5;5;3;3;3;3;2;4;3;1;4;3;5;12.0;neutral or dissatisfied
7122;48928;Male;Loyal Customer;29;Business travel;Business;326;3;3;3;3;4;4;4;4;4;5;5;4;2;4;0;0.0;satisfied
7123;54131;Male;disloyal Customer;24;Business travel;Eco;1337;5;5;5;3;2;5;2;2;2;3;4;2;3;2;26;2.0;satisfied
7124;2392;Female;Loyal Customer;44;Business travel;Business;2461;3;3;3;3;3;5;4;4;4;4;4;3;4;5;21;12.0;satisfied
7125;18362;Male;Loyal Customer;40;Business travel;Business;1586;1;1;1;1;5;3;1;5;5;5;4;2;5;5;0;0.0;satisfied
7126;108120;Female;Loyal Customer;54;Business travel;Eco;997;1;5;2;5;4;3;3;1;1;1;1;3;1;4;114;108.0;neutral or dissatisfied
7127;126244;Male;Loyal Customer;61;Business travel;Business;1886;2;2;2;2;3;3;3;3;3;3;2;1;3;3;80;71.0;neutral or dissatisfied
7128;112772;Male;Loyal Customer;17;Personal Travel;Eco;590;3;4;3;3;3;5;5;4;1;1;2;5;3;5;233;222.0;neutral or dissatisfied
7129;106489;Female;Loyal Customer;54;Personal Travel;Business;495;3;4;3;4;5;2;1;5;5;3;5;3;5;2;8;10.0;neutral or dissatisfied
7130;41492;Female;Loyal Customer;37;Business travel;Business;1464;1;1;1;1;4;2;4;4;4;4;4;5;4;4;0;11.0;satisfied
7131;28536;Female;Loyal Customer;47;Business travel;Business;2640;4;1;1;1;4;4;4;1;1;2;4;4;2;4;210;161.0;neutral or dissatisfied
7132;88035;Male;Loyal Customer;23;Business travel;Business;2975;3;3;5;3;5;4;5;5;5;5;5;3;5;5;4;0.0;satisfied
7133;99113;Female;Loyal Customer;12;Personal Travel;Eco;419;5;2;1;2;2;1;2;2;2;1;2;2;2;2;0;0.0;satisfied
7134;77149;Male;Loyal Customer;40;Business travel;Business;1865;5;5;5;5;3;3;4;2;2;2;2;3;2;3;0;0.0;satisfied
7135;105223;Female;disloyal Customer;42;Business travel;Business;377;2;2;2;3;2;2;2;2;5;4;5;5;4;2;44;46.0;neutral or dissatisfied
7136;97381;Female;Loyal Customer;47;Personal Travel;Eco;1020;4;3;4;1;1;3;5;1;1;4;1;1;1;5;0;0.0;neutral or dissatisfied
7137;7854;Female;Loyal Customer;46;Business travel;Business;1005;5;5;5;5;4;4;5;4;4;4;4;5;4;4;0;0.0;satisfied
7138;93671;Female;Loyal Customer;27;Business travel;Business;3918;1;5;1;1;4;4;4;4;4;1;3;4;1;4;0;0.0;satisfied
7139;38061;Female;Loyal Customer;35;Business travel;Eco;1249;5;5;5;5;5;5;5;5;1;2;4;1;5;5;32;10.0;satisfied
7140;51170;Female;Loyal Customer;40;Personal Travel;Eco;199;3;4;3;3;5;3;5;5;4;2;4;3;4;5;0;0.0;neutral or dissatisfied
7141;128002;Female;Loyal Customer;61;Personal Travel;Eco;1488;1;5;1;3;1;1;1;5;2;2;1;1;5;1;129;148.0;neutral or dissatisfied
7142;128486;Female;Loyal Customer;49;Personal Travel;Eco;325;4;4;2;3;4;4;2;2;2;2;2;3;2;3;0;0.0;neutral or dissatisfied
7143;25000;Male;Loyal Customer;34;Personal Travel;Eco;692;2;2;2;3;2;2;2;2;2;1;3;1;3;2;0;0.0;neutral or dissatisfied
7144;60294;Female;Loyal Customer;21;Personal Travel;Eco;783;1;4;2;4;5;2;5;5;3;3;4;5;4;5;0;14.0;neutral or dissatisfied
7145;95762;Female;Loyal Customer;12;Personal Travel;Eco;453;4;4;4;3;5;4;5;5;3;2;4;5;4;5;28;10.0;neutral or dissatisfied
7146;15552;Male;Loyal Customer;53;Business travel;Business;2455;1;2;2;2;1;1;1;1;4;3;2;1;3;1;182;155.0;neutral or dissatisfied
7147;108166;Female;Loyal Customer;39;Personal Travel;Eco;990;4;4;4;1;4;4;1;4;5;4;4;3;4;4;5;0.0;neutral or dissatisfied
7148;30;Male;Loyal Customer;48;Business travel;Business;3088;4;4;5;4;3;4;4;4;4;4;4;3;4;3;0;12.0;satisfied
7149;109783;Female;Loyal Customer;70;Personal Travel;Business;1052;3;5;3;3;2;5;5;1;1;3;1;5;1;4;16;24.0;neutral or dissatisfied
7150;6727;Male;Loyal Customer;40;Business travel;Business;3906;5;5;5;5;2;4;4;5;5;5;5;5;5;4;7;1.0;satisfied
7151;67064;Female;Loyal Customer;36;Business travel;Business;1121;5;5;5;5;4;5;5;4;4;4;4;5;4;3;0;0.0;satisfied
7152;116610;Male;Loyal Customer;39;Business travel;Business;342;5;5;5;5;5;4;4;5;5;4;5;4;5;3;5;7.0;satisfied
7153;40547;Female;Loyal Customer;43;Business travel;Business;3580;4;4;4;4;3;5;3;5;5;5;5;4;5;5;0;0.0;satisfied
7154;121904;Male;Loyal Customer;54;Personal Travel;Eco;337;3;4;2;2;4;2;4;4;3;2;4;5;4;4;0;0.0;neutral or dissatisfied
7155;9127;Male;Loyal Customer;53;Personal Travel;Eco;765;3;5;3;3;2;3;1;2;3;3;5;5;4;2;21;0.0;neutral or dissatisfied
7156;78181;Male;Loyal Customer;71;Business travel;Eco;259;3;1;1;1;3;3;3;3;4;2;3;1;4;3;0;0.0;neutral or dissatisfied
7157;23351;Female;Loyal Customer;67;Business travel;Eco Plus;979;4;1;3;1;3;1;1;4;4;4;4;5;4;4;0;0.0;satisfied
7158;124709;Male;Loyal Customer;30;Personal Travel;Eco;399;5;5;5;5;1;5;1;1;3;5;1;4;5;1;0;0.0;satisfied
7159;110025;Female;Loyal Customer;38;Personal Travel;Eco;1142;3;4;3;5;5;3;5;5;5;3;3;5;4;5;0;0.0;neutral or dissatisfied
7160;66407;Male;Loyal Customer;24;Business travel;Business;1562;2;4;4;4;2;2;2;2;2;1;3;1;3;2;0;3.0;neutral or dissatisfied
7161;38605;Male;Loyal Customer;17;Business travel;Business;231;3;1;1;1;3;3;3;3;2;5;4;3;3;3;17;15.0;neutral or dissatisfied
7162;92626;Male;disloyal Customer;28;Business travel;Eco;453;4;3;5;3;1;5;3;1;3;5;3;1;3;1;0;43.0;neutral or dissatisfied
7163;48964;Female;Loyal Customer;57;Business travel;Eco;337;5;2;1;2;1;3;4;5;5;5;5;5;5;3;0;0.0;satisfied
7164;127329;Male;Loyal Customer;48;Business travel;Business;507;3;3;3;3;3;4;5;5;5;5;5;3;5;5;8;0.0;satisfied
7165;9708;Male;Loyal Customer;34;Personal Travel;Eco;277;2;2;2;3;2;2;2;2;2;1;3;2;4;2;44;53.0;neutral or dissatisfied
7166;107189;Female;Loyal Customer;37;Business travel;Eco;268;3;4;4;4;3;3;3;3;1;3;3;1;3;3;20;15.0;neutral or dissatisfied
7167;70421;Female;disloyal Customer;23;Business travel;Eco;187;1;3;1;4;2;1;2;2;3;4;4;1;4;2;16;14.0;neutral or dissatisfied
7168;111668;Female;disloyal Customer;12;Business travel;Eco;991;1;1;1;3;2;1;2;2;1;4;3;2;4;2;62;53.0;neutral or dissatisfied
7169;44086;Male;Loyal Customer;54;Business travel;Business;473;4;4;4;4;4;4;5;4;4;4;4;3;4;5;0;0.0;satisfied
